0:0:0:0:0:0:0:1 - - [16/Feb/2019:15:11:29 +0800] "POST /XiaoyudiApplication/app/trainTest/getSystemStatistics?token=FCZsI6XdIvEPmG4WqshiYg== HTTP/1.1" 404 168 179
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:08 +0800] "GET /static/css/bootstrap-switch.css HTTP/1.1" 200 6993 13
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/style.css HTTP/1.1" 200 156956 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/font-awesome/css/font-awesome.css HTTP/1.1" 200 28747 17
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178 13
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/gritter/jquery.gritter.css HTTP/1.1" 200 2556 11
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/plugins/datapicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 7771 10
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/animate.css HTTP/1.1" 200 68411 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6601 11
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/jquery-2.1.1.js HTTP/1.1" 200 84247 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 37045 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/metisMenu/jquery.metisMenu.js HTTP/1.1" 200 3265 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/bootstrap-switch.js HTTP/1.1" 200 26858 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/inspinia.js HTTP/1.1" 200 8107 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4682 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/pace/pace.min.js HTTP/1.1" 200 12364 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/jquery-migrate-1.1.0.min.js HTTP/1.1" 200 6968 8
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/dataTables/dataTables.responsive.js HTTP/1.1" 200 32864 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/dataTables/dataTables.bootstrap.js HTTP/1.1" 200 9614 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/datapicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 48881 8
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/ckeditor/ckeditor.js HTTP/1.1" 200 567997 14
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/jsTree/jstree.min.js HTTP/1.1" 200 118089 11
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/dataTables/dataTables.tableTools.min.js HTTP/1.1" 200 31626 30
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/layer/layer.js HTTP/1.1" 200 25196 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/chosen/chosen.jquery.js HTTP/1.1" 200 51376 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/datapicker/Moment.js HTTP/1.1" 200 387799 25
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/jquery.ajaxfileupload.js HTTP/1.1" 200 5785 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/sha1.js HTTP/1.1" 200 5752 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/plugins/dataTables/jquery.dataTables.js HTTP/1.1" 200 434957 94
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/jquery-ui-1.10.4.min.js HTTP/1.1" 200 228539 86
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/images/page/baidumarker.png HTTP/1.1" 200 2877 10
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/js/layer/skin/layer.css HTTP/1.1" 200 14048 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/font-awesome/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "GET /static/css/patterns/header-profile.png HTTP/1.1" 200 5877 10
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:09 +0800] "POST /manage/account/getUserAccessList HTTP/1.1" 200 8121 57
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /manage/workbench/toWorkBenchPage HTTP/1.1" 200 32073 478
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/animate.css HTTP/1.1" 200 68411 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 117305 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/bootstrap-switch.css HTTP/1.1" 200 6993 8
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/style.css HTTP/1.1" 200 156956 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/gritter/jquery.gritter.css HTTP/1.1" 200 2556 13
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6601 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/bootstrap-switch.js HTTP/1.1" 200 26858 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/metisMenu/jquery.metisMenu.js HTTP/1.1" 200 3265 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 37045 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/font-awesome/css/font-awesome.css HTTP/1.1" 200 28747 23
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/plugins/datapicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 7771 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/jquery-2.1.1.js HTTP/1.1" 200 84247 11
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/inspinia.js HTTP/1.1" 200 8107 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/pace/pace.min.js HTTP/1.1" 200 12364 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/jquery-migrate-1.1.0.min.js HTTP/1.1" 200 6968 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/dataTables/dataTables.responsive.js HTTP/1.1" 200 32864 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/dataTables/jquery.dataTables.js HTTP/1.1" 200 434957 13
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/dataTables/dataTables.tableTools.min.js HTTP/1.1" 200 31626 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/ckeditor/ckeditor.js HTTP/1.1" 200 567997 12
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/dataTables/dataTables.bootstrap.js HTTP/1.1" 200 9614 13
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4682 21
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/chosen/chosen.jquery.js HTTP/1.1" 200 51376 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/jsTree/jstree.min.js HTTP/1.1" 200 118089 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/jquery-ui-1.10.4.min.js HTTP/1.1" 200 228539 21
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/datapicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 48881 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/plugins/datapicker/Moment.js HTTP/1.1" 200 387799 14
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/layer/layer.js HTTP/1.1" 200 25196 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/sha1.js HTTP/1.1" 200 5752 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/hjs/jquery.tmpl.min.js HTTP/1.1" 200 6130 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/hjs/api.js HTTP/1.1" 200 2212 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/jquery.ajaxfileupload.js HTTP/1.1" 200 5785 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/hjs/echarts.min.js HTTP/1.1" 200 744675 29
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/js/layer/skin/layer.css HTTP/1.1" 200 14048 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/images/page/baidumarker.png HTTP/1.1" 200 2877 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /static/css/patterns/header-profile.png HTTP/1.1" 200 5877 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "POST /manage/account/getUserAccessList HTTP/1.1" 200 8121 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /XiaoyudiApplication/manage/workbench/getWorkModule HTTP/1.1" 404 165 17
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /XiaoyudiApplication/manage/workbench/getWorkday HTTP/1.1" 404 162 17
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:11 +0800] "GET /XiaoyudiApplication/manage/workbench/getWorkSum HTTP/1.1" 404 162 22
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /manage/workbench/toWorkBenchPage HTTP/1.1" 200 32073 112
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/bootstrap-switch.css HTTP/1.1" 200 6993 8
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 117305 11
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/font-awesome/css/font-awesome.css HTTP/1.1" 200 28747 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/plugins/dataTables/dataTables.responsive.css HTTP/1.1" 200 2626 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/plugins/dataTables/dataTables.bootstrap.css HTTP/1.1" 200 5178 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/gritter/jquery.gritter.css HTTP/1.1" 200 2556 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/plugins/toastr/toastr.min.css HTTP/1.1" 200 6882 17
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/plugins/dataTables/dataTables.tableTools.min.css HTTP/1.1" 200 6601 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/plugins/datapicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 7771 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/style.css HTTP/1.1" 200 156956 8
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/inspinia.js HTTP/1.1" 200 8107 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/bootstrap-switch.js HTTP/1.1" 200 26858 8
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/css/animate.css HTTP/1.1" 200 68411 23
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/pace/pace.min.js HTTP/1.1" 200 12364 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 37045 20
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/slimscroll/jquery.slimscroll.min.js HTTP/1.1" 200 4682 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/jquery-migrate-1.1.0.min.js HTTP/1.1" 200 6968 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/metisMenu/jquery.metisMenu.js HTTP/1.1" 200 3265 17
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/jquery-2.1.1.js HTTP/1.1" 200 84247 9
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/dataTables/dataTables.responsive.js HTTP/1.1" 200 32864 7
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/dataTables/dataTables.tableTools.min.js HTTP/1.1" 200 31626 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/dataTables/dataTables.bootstrap.js HTTP/1.1" 200 9614 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/jquery-ui-1.10.4.min.js HTTP/1.1" 200 228539 32
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/datapicker/Moment.js HTTP/1.1" 200 387799 14
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/jsTree/jstree.min.js HTTP/1.1" 200 118089 14
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/layer/layer.js HTTP/1.1" 200 25196 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/sha1.js HTTP/1.1" 200 5752 12
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/datapicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 48881 30
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/jquery.ajaxfileupload.js HTTP/1.1" 200 5785 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/hjs/jquery.tmpl.min.js HTTP/1.1" 200 6130 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/hjs/api.js HTTP/1.1" 200 2212 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/dataTables/jquery.dataTables.js HTTP/1.1" 200 434957 78
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/plugins/chosen/chosen.jquery.js HTTP/1.1" 200 51376 50
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/js/hjs/echarts.min.js HTTP/1.1" 200 744675 36
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:20 +0800] "GET /static/ckeditor/ckeditor.js HTTP/1.1" 200 567997 97
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "GET /static/js/layer/skin/layer.css HTTP/1.1" 200 14048 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "GET /static/images/page/baidumarker.png HTTP/1.1" 200 2877 3
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "GET /static/css/patterns/header-profile.png HTTP/1.1" 200 5877 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "POST /manage/account/getUserAccessList HTTP/1.1" 200 8121 4
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "GET /XiaoyudiApplication/manage/workbench/getWorkSum HTTP/1.1" 404 162 6
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "GET /XiaoyudiApplication/manage/workbench/getWorkday HTTP/1.1" 404 162 5
0:0:0:0:0:0:0:1 - - [16/Feb/2019:16:09:21 +0800] "GET /XiaoyudiApplication/manage/workbench/getWorkModule HTTP/1.1" 404 165 5
